language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Wannan shi ne kashi na biyu na ""Amsoshin Wasikun Masu Karatu",education,Reading materials,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,""" Kamar sauran lokutan baya, ban hada da wadanda na amsa su ba",household_and_care,past events,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Akwai wadanda aka aiko ta Imel, su ma na amsa su, don haka ban sako su cikin wadanda na amsa a wannan mako ba",media_and_online,Email correspondence,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Kamar yadda sanarwa ta gabata a makon jiya, a halin yanzu na loda dukkan kasidun da suka gabata a shekarar 2012, duk mai so sai ya shiga Mudawwanan da ke shafukanmu, kamar yadda aka saba",media_and_online,sharing online content,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,…………………………………………………………,household_and_care,no content,stereotypes,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Baban Sadik, Allah ya saka maka da alheri da fadakarwar da kake yi wa al'umma",culture_and_religion,religious blessing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Da fatar Allah ya barmu tare, amin",culture_and_religion,Prayer,public_interest,,safe,false,
Hausa,latin,Nigeria,Zamfara,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Daga Nasiru Sani Gusau, Jihar Zamfara",culture_and_religion,location,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Ina godiya matuka Malam Nasiru, Allah saka maka kaima da alheri, ya kuma ji kan mahaifa",culture_and_religion,Appreciation and blessing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Na gode da addu'ar da ka min, Allah bar zumunci, amin",culture_and_religion,Prayer and Blessings,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Fatan alhairi a gare mu, kuma da fatan kana lafiya kamar yadda nake lafiya",culture_and_religion,greeting and well-wishes,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Baban Sadiq, shin, zan iya tura sakon Imel ta hanyar tsarin 'MMS' ga wanda nake son tura wa, alhali ban bude Imel ba? Na gode",media_and_online,Sending email,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Prince Babani Yola,culture_and_religion,Prince Babani Yola,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Da farko dai tukun, duk wayar da ke da tsarin aika sako ta hanyar MMS, to, lallai kana iya aikawa da sakon Imel ta hanyar da ta ake yin hakan, ba sai ta hanyar MMS ba",media_and_online,sending messages via MMS and email,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Bayan haka, ana iya aikawa da sakonnin hotuna ne ko bayanan tes ta hanyar MMS, amma ba sakon Imel ba",media_and_online,Sending photos and files,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Ma'ana, tsarin aika sako ta Imel wani tsari ne mai dauke da nasa ka'idojin aika sako na musamman",media_and_online,Email communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Shi yasa idan ka bukaci aika sakon Imel ta wayarka, muddin tana dauke da wadannan ka'idoji, nan take za ta kaika inda masarrafar Imel take in akwai",media_and_online,Email usage,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Don haka, ba a aika sakon Imel ta hanyar MMS, sai ta tsarin Imel, domin dukkansu (da Imel da MMS) suna amfani ne da Intanet wajen daukan sako daga wayar da aka aika su zuwa wata waya ko kwamfutar da ke dauke da adireshin da aka aika",media_and_online,email and MMS communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Da fatan ka gamsu,culture_and_religion,Wish or hope,public_interest,,safe,false,
Hausa,latin,Nigeria,Katsina,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Assalamu alaikum, da fatan Baban Sadik bai manta da roko na ba na tura min laccar da ka gabatar a katsina",culture_and_religion,Greeting and request,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Wa alaikumus salaam, lallai kam na tura maka",culture_and_religion,greeting,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Ina kyautata zaton ka samu sakon tuni,livelihoods_and_work,Expectation or anticipation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Allah sa mu dace, amin",culture_and_religion,religious blessing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Assalaamu alaikum Baban Sadik,culture_and_religion,Greeting,public_interest,,safe,false,
